row_id,timestamp,animal_id,behavior,anomaly,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,heart_rate_bpm,temperature_c
46029,01-02-2025 23:08,cow_1,walking,0,0.755,0.025,0.767,10.44,4.19,1.67,63,38.85
46030,01-02-2025 23:09,cow_13,resting,0,0.02,-0.068,0.965,0.93,0.84,1.17,73,38.24
46031,01-02-2025 23:10,cow_18,grazing,0,0.451,-0.032,1.099,2.64,6.16,-1.24,72,39.1
46032,01-02-2025 23:11,cow_1,grazing,0,-0.119,0.272,1.328,-9.64,-3.14,8.97,63,39.24
46033,01-02-2025 23:12,cow_7,grazing,0,0.02,-0.335,0.921,-5.34,3.81,-3.98,78,38.62
46034,01-02-2025 23:13,cow_4,resting,0,-0.068,0.148,0.694,0.33,4.32,-2.56,77,39.01
46035,01-02-2025 23:14,cow_10,resting,0,-0.108,-0.241,1.211,-6.77,-2.91,0.31,90,38.88
46036,01-02-2025 23:15,cow_8,resting,0,-0.026,-0.108,1.051,0.87,-3.15,-8.62,74,38.81
46037,01-02-2025 23:16,cow_3,grazing,0,0.005,0.34,1.036,5.98,-7.74,5,77,37.87
46038,01-02-2025 23:17,cow_7,resting,0,-0.089,-0.389,0.733,-0.48,3.47,-6.87,58,39.51
46039,01-02-2025 23:18,cow_16,grazing,0,-0.045,0.15,1.475,-3.87,-10.06,0.1,75,38.19
46040,01-02-2025 23:19,cow_20,grazing,0,-0.101,0.682,1.306,-5.57,11.71,-2.78,65,38.83
46041,01-02-2025 23:20,cow_10,grazing,0,0.494,0.104,1.409,1.76,4.4,3.3,85,38.48
46042,01-02-2025 23:21,cow_13,grazing,0,0.402,0.367,0.666,-7.15,3.41,-2.48,78,37.88
46043,01-02-2025 23:22,cow_1,resting,0,0.081,-0.145,1.334,0.8,-0.11,-0.55,84,37.99
46044,01-02-2025 23:23,cow_7,grazing,0,-0.296,-0.222,0.531,7.1,2.07,-5.84,72,38.91
46045,01-02-2025 23:24,cow_10,grazing,0,0.222,-0.202,1.115,7.75,1.68,0.32,81,37.92
46046,01-02-2025 23:25,cow_12,grazing,0,0.198,-0.283,0.745,-11.86,-0.1,-1.46,76,37.94
46047,01-02-2025 23:26,cow_14,grazing,0,0.244,0.283,1.22,-1.81,-2.59,5.9,72,38.09
46048,01-02-2025 23:27,cow_11,ruminating,0,-0.307,0.025,0.916,-4.27,4.37,2.89,80,38.97
46049,01-02-2025 23:28,cow_17,drinking,0,0.158,0.069,0.964,2.28,6.74,4.47,64,39.72
46050,01-02-2025 23:29,cow_9,grazing,0,0.218,0.287,1.113,2.1,3.55,-2.77,66,38.53
46051,01-02-2025 23:30,cow_8,resting,0,-0.004,-0.098,0.677,-9.57,-0.81,2.36,62,38.58
46052,01-02-2025 23:31,cow_10,grazing,0,-0.033,0.069,0.928,-9.73,6.11,7.15,84,38.27
46053,01-02-2025 23:32,cow_4,walking,0,1.225,0.98,0.898,-3.53,1.62,-1.42,60,38.36
46054,01-02-2025 23:33,cow_5,grazing,0,-0.222,0.001,1.025,-9.43,7.12,-3.47,50,37.75
46055,01-02-2025 23:34,cow_18,grazing,0,-0.046,0.112,0.821,-1.08,2.45,5.21,54,38.88
46056,01-02-2025 23:35,cow_6,grazing,0,-0.435,-0.085,0.8,-2.41,0.03,-2.68,69,38.54
46057,01-02-2025 23:36,cow_10,walking,0,0.109,-0.086,1.003,4.31,4.98,9.35,68,38.5
46058,01-02-2025 23:37,cow_18,resting,0,0.019,-0.305,1.092,-3.18,0.64,4.1,71,38.48
46059,01-02-2025 23:38,cow_11,grazing,0,0.771,0.263,0.459,4.74,-9.97,1.51,72,38.75
46060,01-02-2025 23:39,cow_5,ruminating,0,0.132,-0.165,0.806,5.6,-0.41,-2.09,68,38.67
46061,01-02-2025 23:40,cow_3,drinking,0,0.002,-0.017,1.379,6.65,-3.61,4.34,74,38.68
46062,01-02-2025 23:41,cow_18,walking,0,0.41,0.852,0.845,4.11,1.27,9.93,72,39.09
46063,01-02-2025 23:42,cow_4,resting,0,-0.054,0.394,1.152,0.09,-3.34,2.6,78,38.57
46064,01-02-2025 23:43,cow_8,ruminating,0,0.068,0.53,0.945,3.41,-0.77,2.72,68,38.92
46065,01-02-2025 23:44,cow_17,resting,0,-0.128,0.36,0.75,3.64,-0.63,-4.23,63,37.78
46066,01-02-2025 23:45,cow_10,grazing,0,0.275,-0.039,0.671,-0.79,-2.02,-5.12,68,38.75
46067,01-02-2025 23:46,cow_19,grazing,0,-0.312,-0.397,1.245,18.33,0.49,-1.64,70,37.93
46068,01-02-2025 23:47,cow_1,grazing,0,-0.133,0.359,0.678,-6.04,9.43,-2.83,81,38.39
46069,01-02-2025 23:48,cow_2,grazing,0,-0.231,0.175,0.853,5.93,5.92,2.75,64,38.78
46070,01-02-2025 23:49,cow_11,drinking,0,-0.291,-0.005,0.77,-9.35,3.98,-2.2,77,38.04
46071,01-02-2025 23:50,cow_15,walking,0,0.776,-0.308,0.807,-7.08,-7.72,2.73,70,37.91
46072,01-02-2025 23:51,cow_1,drinking,0,-0.073,-0.109,1.195,6.42,3.19,5.92,76,37.68
46073,01-02-2025 23:52,cow_9,resting,0,-0.046,0.284,1.086,5,2.74,2.58,49,38.12
46074,01-02-2025 23:53,cow_8,resting,0,-0.23,-0.333,1.23,-3.64,2.84,1.58,70,38.69
46075,01-02-2025 23:54,cow_1,grazing,0,0.357,-0.106,0.399,7.43,-3.52,0.05,76,38.71
46076,01-02-2025 23:55,cow_10,resting,0,0.058,-0.069,1.265,7.58,2.89,-0.85,68,38.88
46077,01-02-2025 23:56,cow_17,walking,0,0.713,-0.119,1.009,5.37,-2.62,0.41,74,38.5
46078,01-02-2025 23:57,cow_18,grazing,0,0.179,-0.206,1.456,2.28,6.16,0.29,79,39.36
46079,01-02-2025 23:58,cow_16,grazing,1,0.806,0.328,0.626,67.43,72.61,65.34,74,38.93
46080,01-02-2025 23:59,cow_2,grazing,0,0.197,-0.061,1.229,7.87,-0.76,-4.74,60,39.27
46081,02-02-2025 00:00,cow_17,ruminating,0,0.209,0.149,1.54,-3.6,-2.31,7.68,72,38.53
46082,02-02-2025 00:01,cow_4,walking,0,0.118,0.163,1.431,-3.09,5.2,0.98,80,39.32
46083,02-02-2025 00:02,cow_7,grazing,0,-0.049,-0.005,1.097,-6.36,-7.81,-6.49,85,38.48
46084,02-02-2025 00:03,cow_9,drinking,0,-0.263,0.013,0.653,9.48,-1.89,1.29,74,38.49
46085,02-02-2025 00:04,cow_3,resting,0,-0.234,-0.199,1.212,0.59,3.45,-3.91,69,38.45
46086,02-02-2025 00:05,cow_20,grazing,0,0.332,-0.014,1.15,-0.93,3.98,-2.57,70,38.9
46087,02-02-2025 00:06,cow_5,ruminating,0,0.038,-0.228,1.056,-0.65,-1.74,2.11,68,39.02
46088,02-02-2025 00:07,cow_18,ruminating,0,-0.442,-0.144,0.921,-2.35,4.9,7.17,83,39.23
46089,02-02-2025 00:08,cow_17,grazing,0,0.331,0.1,1.179,4.53,-0.66,2.68,75,39.23
46090,02-02-2025 00:09,cow_7,grazing,0,0.134,0.022,1.358,-2.16,10.13,7.83,57,38.96
46091,02-02-2025 00:10,cow_14,resting,0,0.071,-0.253,1.044,6.19,11.3,-2.98,78,37.8
46092,02-02-2025 00:11,cow_15,grazing,0,0.381,-0.171,0.779,3.29,4,5.62,66,37.57
46093,02-02-2025 00:12,cow_14,walking,0,0.496,0.449,1.396,-0.15,0.21,-6.77,78,38.68
46094,02-02-2025 00:13,cow_9,resting,0,-0.252,-0.205,1.018,-3.43,2.78,1.19,75,38.26
46095,02-02-2025 00:14,cow_16,walking,0,-0.021,0.472,0.959,8.79,0.69,0.85,69,39.22
46096,02-02-2025 00:15,cow_19,walking,0,0.867,0.317,1.436,-9.32,-0.97,-1.87,56,38.06
46097,02-02-2025 00:16,cow_1,walking,0,0.716,0.181,0.742,0.26,-0.88,5.67,80,38.62
46098,02-02-2025 00:17,cow_8,grazing,0,0.342,-0.038,1.329,-1.53,1.35,-1.54,56,38.01
46099,02-02-2025 00:18,cow_18,grazing,0,-0.334,-0.19,1.044,-0.24,-4.9,-0.15,72,37.73
46100,02-02-2025 00:19,cow_2,ruminating,1,0.968,1.836,0.616,146.65,97.95,105.35,72,39.21
46101,02-02-2025 00:20,cow_4,resting,0,-0.101,-0.137,0.8,-0.8,-8.44,-3.85,64,37.44
46102,02-02-2025 00:21,cow_1,grazing,0,-0.145,-0.019,1.181,-1,-3.13,0.94,73,38.08
46103,02-02-2025 00:22,cow_19,resting,0,-0.088,0.215,1.179,-0.66,-4.24,3.01,71,38.63
46104,02-02-2025 00:23,cow_11,ruminating,0,0.075,0.245,1.155,0.56,2.43,1.5,68,38.5
46105,02-02-2025 00:24,cow_6,ruminating,0,0.386,-0.152,1.171,4.08,-7.94,5.54,80,39.03
46106,02-02-2025 00:25,cow_19,walking,0,1.042,0.343,0.861,-2.46,0.63,3.34,73,38.45
46107,02-02-2025 00:26,cow_14,grazing,0,-0.194,-0.024,0.451,11.98,0.96,-6.55,54,38.31
46108,02-02-2025 00:27,cow_19,drinking,0,0.241,-0.091,0.532,0.47,-4.37,-1.41,78,37.68
46109,02-02-2025 00:28,cow_13,grazing,0,0.076,-0.063,1.222,3.07,1.47,1.45,71,38.57
46110,02-02-2025 00:29,cow_12,grazing,0,0.61,0.003,0.961,6.68,-2.3,0.4,72,39.07
46111,02-02-2025 00:30,cow_10,grazing,0,-0.058,-0.051,0.728,-6.92,-9.27,4.43,80,37.87
46112,02-02-2025 00:31,cow_19,resting,0,0.137,-0.106,0.88,-0.93,-2.66,2.37,69,38.01
46113,02-02-2025 00:32,cow_11,grazing,0,0.182,0.44,0.986,0.35,-5.01,9.62,74,39.03
46114,02-02-2025 00:33,cow_12,walking,0,0.599,0.407,1.109,0.25,-7.96,1.52,74,39.33
46115,02-02-2025 00:34,cow_7,walking,0,0.516,0.878,1.111,3.87,0.08,-0.93,73,38.42
46116,02-02-2025 00:35,cow_8,grazing,0,0.387,0.33,1.105,0.6,1.99,6.76,74,37.08
46117,02-02-2025 00:36,cow_17,resting,0,-0.02,0.281,1.02,6.21,2.28,7.2,63,39.27
46118,02-02-2025 00:37,cow_3,grazing,0,0.178,0.291,0.924,-8.39,1.7,2.86,70,38.58
46119,02-02-2025 00:38,cow_6,grazing,0,0.113,-0.033,0.798,-2.77,-10.71,0.74,78,39.45
46120,02-02-2025 00:39,cow_12,resting,0,-0.043,-0.038,0.919,-3.38,8.7,-1.24,84,38.8
46121,02-02-2025 00:40,cow_15,resting,0,0.21,-0.227,0.73,1.16,-6.78,-0.38,75,39.39
46122,02-02-2025 00:41,cow_7,resting,0,-0.049,-0.075,0.803,-1.68,-4.74,-1.29,68,39.13
46123,02-02-2025 00:42,cow_6,resting,0,-0.327,0.09,0.755,-6.18,-4.68,2.94,54,39.16
46124,02-02-2025 00:43,cow_12,ruminating,1,1.863,2.504,2.165,62.96,75.33,82.21,57,37.63
46125,02-02-2025 00:44,cow_12,grazing,0,0.021,-0.009,1.448,5.99,-1.6,0.51,78,38.55
46126,02-02-2025 00:45,cow_4,grazing,0,0.247,0.096,0.759,-1.67,0.65,-1.07,61,38.54
46127,02-02-2025 00:46,cow_9,grazing,0,0.067,0.335,0.676,2.31,3.49,-3,89,38.47
46128,02-02-2025 00:47,cow_17,grazing,0,-0.261,-0.184,0.655,-1.08,4.97,-3.78,70,38.03
46129,02-02-2025 00:48,cow_2,ruminating,0,0.323,0.051,1.056,-3.3,-9.92,-0.16,74,39.24
46130,02-02-2025 00:49,cow_5,grazing,0,-0.211,-0.025,0.745,-0.2,-5.75,-6.47,67,38.07
46131,02-02-2025 00:50,cow_10,resting,0,0.281,0.195,0.805,1.22,4.44,13.91,78,38.55
46132,02-02-2025 00:51,cow_6,walking,0,1.437,0.163,0.899,-4.27,-3.05,-11.95,70,37.94
46133,02-02-2025 00:52,cow_6,ruminating,0,0.393,-0.521,0.737,-0.83,3,-9.36,64,38.38
46134,02-02-2025 00:53,cow_5,resting,0,0.033,-0.186,1.004,-3.96,-6.06,5.9,80,38.72
46135,02-02-2025 00:54,cow_8,grazing,0,-0.229,-0.269,1.399,3.87,-3.02,0.59,50,38.46
46136,02-02-2025 00:55,cow_3,grazing,0,0.169,0.077,1.356,1.75,-2.49,-7.46,69,38.05
46137,02-02-2025 00:56,cow_14,ruminating,0,-0.034,0.227,1.351,7.23,5.72,-2.94,66,38.34
46138,02-02-2025 00:57,cow_5,resting,0,0.007,0.2,0.793,4.93,0.59,-14.26,74,38.44
46139,02-02-2025 00:58,cow_15,grazing,0,0.275,-0.134,0.916,-8.91,7.36,4.01,64,37.95
46140,02-02-2025 00:59,cow_9,grazing,1,2.145,1.293,1.763,116.43,80.29,73.04,68,38.97
46141,02-02-2025 01:00,cow_15,grazing,0,0.196,0.16,1.485,1.28,-10.55,-2.81,61,38.5
46142,02-02-2025 01:01,cow_19,grazing,0,0.014,0.069,1.059,-0.69,-3.3,2.29,72,38.25
46143,02-02-2025 01:02,cow_16,grazing,0,0.17,-0.298,0.754,-2.02,-10.01,-2.76,77,38.63
46144,02-02-2025 01:03,cow_8,resting,0,-0.101,-0.005,0.917,4.05,-2.06,1.23,72,38.49
46145,02-02-2025 01:04,cow_15,grazing,0,0.146,-0.172,0.986,5.86,4.14,5.28,72,38.77
46146,02-02-2025 01:05,cow_11,resting,0,0.105,-0.111,0.949,4.13,0.76,0.33,71,38.76
46147,02-02-2025 01:06,cow_4,grazing,0,-0.331,0.776,0.994,0.21,8.44,-5.65,82,38.62
46148,02-02-2025 01:07,cow_10,grazing,0,0.051,0.327,1.146,1.59,-4.81,-2.16,61,38.73
46149,02-02-2025 01:08,cow_10,walking,0,0.293,1.108,0.667,-6.43,-11.69,1.93,73,37.78
46150,02-02-2025 01:09,cow_2,grazing,0,0.313,-0.231,1.121,0.03,13.91,-2.7,81,38.78
46151,02-02-2025 01:10,cow_8,drinking,0,0.09,0.096,1.282,-0.34,-1.08,3.94,78,38.81
46152,02-02-2025 01:11,cow_8,grazing,0,0.135,0.017,1.219,10.05,-0.19,-12.05,80,39.09
46153,02-02-2025 01:12,cow_9,resting,0,0.01,-0.067,1.132,10.49,2.3,0.07,71,37.65
46154,02-02-2025 01:13,cow_2,resting,0,0.078,-0.223,1.048,1.76,-6.08,-0.31,58,38.05
46155,02-02-2025 01:14,cow_14,resting,0,0.006,-0.097,1.019,4.95,1.34,2.56,74,38.33
46156,02-02-2025 01:15,cow_20,grazing,0,0.279,0.143,1.258,4.11,5.25,-4.57,58,38.03
46157,02-02-2025 01:16,cow_2,grazing,0,-0.261,0.089,1.679,-1.06,-2.06,-2.57,61,38.98
46158,02-02-2025 01:17,cow_4,grazing,0,0.17,0.324,1.244,-1.63,-3.94,3.44,65,38
46159,02-02-2025 01:18,cow_3,resting,0,0.082,-0.23,1.001,-1.9,-2.66,11.99,87,37.51
46160,02-02-2025 01:19,cow_14,ruminating,0,0.221,0.19,0.784,-1.27,3.68,-3.69,78,38.25
46161,02-02-2025 01:20,cow_16,walking,0,0.746,0.525,0.913,6.32,-6.76,1.83,86,38.24
46162,02-02-2025 01:21,cow_15,drinking,0,-0.194,0.061,0.822,-4.36,-6.53,1.3,69,38.62
46163,02-02-2025 01:22,cow_7,grazing,0,0.121,0.185,0.828,4.54,-3.46,-0.77,76,38.1
46164,02-02-2025 01:23,cow_18,resting,0,0.085,-0.073,1.059,-2.53,0.66,2.42,75,38.53
46165,02-02-2025 01:24,cow_20,grazing,0,0.17,0.027,0.996,5.11,-8.37,7.76,77,38.56
46166,02-02-2025 01:25,cow_6,drinking,0,0.037,0.272,1.215,-12.19,-3.2,8.83,74,37.99
46167,02-02-2025 01:26,cow_16,ruminating,0,-0.372,-0.021,0.739,2.16,1.41,3.51,82,38.54
46168,02-02-2025 01:27,cow_11,grazing,0,0.041,0.269,1.129,-1.26,-5.23,4.73,71,38.43
46169,02-02-2025 01:28,cow_2,grazing,0,-0.068,0.26,1.303,-5.56,-6.56,4.31,68,38.42
46170,02-02-2025 01:29,cow_2,grazing,0,0.05,0.101,0.921,-2.81,-4.87,-7.12,61,38.96
46171,02-02-2025 01:30,cow_14,grazing,0,0.02,0.099,1.179,1.46,1.9,2.07,61,39.64
46172,02-02-2025 01:31,cow_9,ruminating,0,-0.41,-0.087,0.933,4.69,-1.05,1.64,72,39.51
46173,02-02-2025 01:32,cow_12,grazing,0,0.283,0.007,0.87,2.68,3.58,1.14,62,37.72
46174,02-02-2025 01:33,cow_3,grazing,0,0.269,-0.373,0.913,-10.18,-0.38,-1.31,63,38.57
46175,02-02-2025 01:34,cow_5,grazing,0,0.196,0.18,0.71,4.18,6.29,-1.18,61,38.82
46176,02-02-2025 01:35,cow_9,grazing,0,0.143,0.003,0.614,-7.75,-7.07,-6.17,63,38.49
46177,02-02-2025 01:36,cow_3,ruminating,0,-0.215,-0.044,0.687,-6.48,12.98,7.22,75,38.48
46178,02-02-2025 01:37,cow_18,resting,0,-0.139,-0.136,0.83,5.43,3.81,4.06,77,38.76
46179,02-02-2025 01:38,cow_2,ruminating,0,0.068,0.499,0.994,5.16,8.11,3.76,68,38.65
46180,02-02-2025 01:39,cow_4,resting,0,0.039,0.214,1.023,9.66,5.43,2.3,62,38.82
46181,02-02-2025 01:40,cow_13,resting,0,0.237,0.099,0.761,0.15,7.97,-3.68,70,38.4
46182,02-02-2025 01:41,cow_17,resting,0,-0.088,-0.249,0.61,0.07,1.45,3.4,66,38.24
46183,02-02-2025 01:42,cow_9,ruminating,0,-0.106,-0.124,0.777,1.57,0.96,1.18,76,38.72
46184,02-02-2025 01:43,cow_19,ruminating,0,0.285,-0.047,0.938,-9.36,-0.21,0.99,72,37.84
46185,02-02-2025 01:44,cow_14,walking,0,-0.113,0.678,1.215,-0.86,-0.98,1.16,65,38.52
46186,02-02-2025 01:45,cow_13,resting,0,-0.068,-0.185,1.341,-4.82,7.71,-3.94,82,38.02
46187,02-02-2025 01:46,cow_5,resting,0,0.181,0.239,0.795,8.06,-2.4,-5.22,79,37.76
46188,02-02-2025 01:47,cow_18,grazing,0,0.167,0.316,0.661,-3.81,1.37,9.74,54,38.62
46189,02-02-2025 01:48,cow_15,walking,0,0.588,0.563,0.888,3.15,-7.83,-8.46,74,38.46
46190,02-02-2025 01:49,cow_11,grazing,0,-0.028,0.217,1.612,-2.14,-1.43,-8.35,64,38.96
46191,02-02-2025 01:50,cow_19,resting,0,0.493,-0.037,0.941,-0.22,0.93,4.82,55,38.37
46192,02-02-2025 01:51,cow_5,drinking,0,-0.18,-0.077,0.84,2.43,-2.25,-8.04,68,38.88
46193,02-02-2025 01:52,cow_7,resting,0,0.08,-0.221,0.823,-4.9,-0.14,0.44,93,37.35
46194,02-02-2025 01:53,cow_2,ruminating,0,0.144,0.378,0.909,-11.8,-5.6,-0.03,64,38.23
46195,02-02-2025 01:54,cow_19,resting,0,-0.05,0.263,1.086,9.71,-3.27,7.11,76,38.36
46196,02-02-2025 01:55,cow_16,grazing,0,-0.028,-0.079,0.843,1.79,8.83,1.5,56,39
46197,02-02-2025 01:56,cow_3,grazing,0,-0.087,-0.117,1.117,-2.88,-3.74,-2.01,84,38.57
46198,02-02-2025 01:57,cow_10,grazing,0,0.228,0.402,0.942,6.7,6.54,1.63,63,38.58
46199,02-02-2025 01:58,cow_12,grazing,0,-0.067,0.147,0.686,6.55,-0.1,1.65,67,38.83
46200,02-02-2025 01:59,cow_2,grazing,0,0.102,0.399,1.096,-4.42,1.36,7.38,75,39.71
46201,02-02-2025 02:00,cow_8,grazing,0,-0.137,0.111,0.695,-1.76,9.11,-2.67,81,38.07
46202,02-02-2025 02:01,cow_9,grazing,0,0.3,0.171,0.899,1.26,-8.54,5.08,81,38.57
46203,02-02-2025 02:02,cow_20,ruminating,0,-0.044,-0.343,1.088,0.77,-6.02,-4.49,79,38.37
46204,02-02-2025 02:03,cow_12,resting,0,0.16,0.228,1.316,1.77,-2.48,2.06,62,37.8
46205,02-02-2025 02:04,cow_5,ruminating,1,0.92,0.641,1.24,51.81,159.92,77.46,70,38.48
46206,02-02-2025 02:05,cow_13,walking,0,0.952,0.51,0.685,-8.75,0.8,-5.67,77,38.38
46207,02-02-2025 02:06,cow_5,walking,0,0.044,0.825,0.875,-0.32,8.18,6.75,74,38.69
46208,02-02-2025 02:07,cow_15,walking,0,0.763,0.921,0.509,-0.57,-0.43,8.22,73,38.3
46209,02-02-2025 02:08,cow_5,ruminating,0,0.087,-0.139,1.177,-5.22,1.33,4.89,74,38.7
46210,02-02-2025 02:09,cow_5,drinking,0,0.003,-0.022,0.77,-3.07,-2.8,1.91,64,39.13
46211,02-02-2025 02:10,cow_4,grazing,0,0.381,0.149,0.997,1.5,-7.74,-3.15,71,38.19
46212,02-02-2025 02:11,cow_16,walking,0,-0.034,1.163,0.843,0.76,1.58,0.25,83,38.73
46213,02-02-2025 02:12,cow_18,ruminating,0,-0.416,0.107,1.088,4.86,8.22,5.9,85,38.22
46214,02-02-2025 02:13,cow_10,grazing,0,0.001,0.073,1.272,1.57,13.59,-5.54,68,37.76
46215,02-02-2025 02:14,cow_20,grazing,0,-0.097,0.03,1.114,2.23,-7.16,3.45,78,39.49
46216,02-02-2025 02:15,cow_3,grazing,0,0.149,0.184,0.955,3.03,-8.69,2.92,63,39.3
46217,02-02-2025 02:16,cow_10,grazing,0,-0.245,0.228,0.694,-2.99,7.57,4.82,71,38.76
46218,02-02-2025 02:17,cow_13,walking,0,0.504,0.404,0.715,2.48,-0.01,-2.48,70,38.86
46219,02-02-2025 02:18,cow_3,grazing,0,0.107,-0.054,0.808,-1.35,4.7,-1.78,77,38.28
46220,02-02-2025 02:19,cow_4,walking,0,0.079,0.721,0.918,0.99,1.76,-10.62,56,38.23
46221,02-02-2025 02:20,cow_13,resting,0,-0.033,-0.017,1.249,8.08,-1.63,-2.33,76,39.18
46222,02-02-2025 02:21,cow_14,ruminating,0,0.039,0.124,0.957,-1.31,5.36,4.19,71,39.67
46223,02-02-2025 02:22,cow_4,grazing,0,0.004,0.111,1.321,4.28,-0.62,-3.2,62,38.96
46224,02-02-2025 02:23,cow_12,grazing,0,-0.023,0.246,0.948,-4.15,6.43,5.08,56,39.02
46225,02-02-2025 02:24,cow_16,ruminating,0,0.085,-0.065,1.081,0.97,2.68,-6.53,65,38.17
46226,02-02-2025 02:25,cow_10,resting,0,-0.231,0.09,1.122,2.88,-4.76,4.23,72,38.65
46227,02-02-2025 02:26,cow_20,ruminating,0,0.296,0.206,0.628,5.34,4.59,4.01,65,38.31
46228,02-02-2025 02:27,cow_17,grazing,0,0.054,-0.054,0.939,2.91,-2.25,5.47,68,38.4
46229,02-02-2025 02:28,cow_7,ruminating,0,0.037,-0.432,0.862,5.44,-2.24,5.01,72,38.76
46230,02-02-2025 02:29,cow_4,grazing,0,-0.073,-0.12,0.85,-0.98,-0.74,-6.03,71,38.85
46231,02-02-2025 02:30,cow_12,resting,0,-0.225,-0.032,1.406,-1.98,-3.08,-4.66,76,38.64
46232,02-02-2025 02:31,cow_10,ruminating,0,0.26,-0.331,1.289,-1.56,2.92,-9.46,65,38.12
46233,02-02-2025 02:32,cow_2,resting,0,0.054,0.19,1.008,1.77,5.85,-0.69,71,38.58
46234,02-02-2025 02:33,cow_14,grazing,0,-0.184,0.054,1.139,-5.38,-0.05,0.05,58,38.27
46235,02-02-2025 02:34,cow_8,resting,0,-0.306,-0.252,0.97,5.38,6.9,3.39,60,39.73
46236,02-02-2025 02:35,cow_10,resting,0,-0.026,0.146,1.148,-1.15,-1,2.16,71,38.56
46237,02-02-2025 02:36,cow_6,grazing,0,0.233,-0.116,1.116,3.65,-5.06,-0.84,65,39.08
46238,02-02-2025 02:37,cow_2,resting,0,-0.002,0.067,0.687,-3.28,4.82,3.32,71,38.19
46239,02-02-2025 02:38,cow_14,resting,0,0.071,-0.221,1.215,-11.83,2.19,-5.67,72,39.42
46240,02-02-2025 02:39,cow_11,grazing,0,-0.257,-0.053,0.786,2.8,-5.83,-5.34,68,38.7
46241,02-02-2025 02:40,cow_2,grazing,0,0.439,-0.098,1.261,1.07,6.7,5.43,63,38.57
46242,02-02-2025 02:41,cow_4,ruminating,0,-0.049,0.054,1.05,0.57,2.74,-14.89,60,39.43
46243,02-02-2025 02:42,cow_6,grazing,0,0.109,0.318,0.741,-0.02,1.67,1.14,75,38.58
46244,02-02-2025 02:43,cow_4,grazing,0,-0.22,0.168,1.065,5.18,-7.08,-7.93,57,37.66
46245,02-02-2025 02:44,cow_5,resting,0,-0.024,0.007,1.142,3.86,0.38,12.16,69,37.99
46246,02-02-2025 02:45,cow_6,grazing,0,0.792,0.471,1.258,2.06,6.26,2.04,77,37.74
46247,02-02-2025 02:46,cow_9,grazing,0,0.307,0.098,0.854,4.71,4.7,2.12,71,37.76
46248,02-02-2025 02:47,cow_16,resting,0,-0.246,-0.29,1.358,-6.37,3.66,5.15,63,38.33
46249,02-02-2025 02:48,cow_11,resting,0,0.187,-0.229,1.035,2.71,-1.46,-7.44,64,39.07
46250,02-02-2025 02:49,cow_11,walking,0,0.24,0.947,0.851,7.67,-4.15,8.89,76,38.85
46251,02-02-2025 02:50,cow_10,grazing,0,-0.675,0.369,1.277,-0.26,1.23,6.51,72,38.66
46252,02-02-2025 02:51,cow_1,grazing,0,0.083,0.036,1.088,-4.01,3.01,-4.91,68,38.93
46253,02-02-2025 02:52,cow_17,grazing,0,-0.296,0.159,1.21,-2.1,-4.53,1.57,68,38.34
46254,02-02-2025 02:53,cow_8,grazing,0,0.119,0.077,1.172,-5.91,-4.03,3.85,68,39.05
46255,02-02-2025 02:54,cow_16,grazing,0,-0.425,0.161,1.046,6.74,1.21,3.66,71,38.41
46256,02-02-2025 02:55,cow_6,resting,0,-0.136,-0.244,1.013,-2.5,-10.62,-3.22,68,37.91
46257,02-02-2025 02:56,cow_14,ruminating,0,0.265,-0.079,0.964,-2.44,-2.64,4.75,73,39.17
46258,02-02-2025 02:57,cow_2,resting,0,0.175,0.203,1.304,4.91,4.52,-4.35,89,38.24
46259,02-02-2025 02:58,cow_9,resting,0,0.144,0.197,1.084,-3.93,2.91,4.83,78,38.97
46260,02-02-2025 02:59,cow_4,resting,0,0.135,-0.026,1.105,4.16,-10.41,-11.41,64,39.69
46261,02-02-2025 03:00,cow_19,resting,0,0.246,0.301,1.191,7.83,1.28,1.84,84,39.01
46262,02-02-2025 03:01,cow_17,grazing,0,-0.132,0.095,1.134,2.04,5.52,-9.03,69,38.8
46263,02-02-2025 03:02,cow_1,grazing,0,0.623,-0.317,1.114,0.1,0.42,5.7,59,38.21
46264,02-02-2025 03:03,cow_2,grazing,1,0.609,1.436,1.749,68.32,132.38,107.02,70,38.1
46265,02-02-2025 03:04,cow_17,grazing,0,-0.419,-0.154,0.959,-1.6,-5.13,-4.07,70,38.83
46266,02-02-2025 03:05,cow_2,walking,0,0.787,0.886,1.008,9.89,-0.17,5.13,85,38.13
46267,02-02-2025 03:06,cow_3,ruminating,0,-0.155,0.039,1.111,-10.47,4.33,0.82,59,39.82
46268,02-02-2025 03:07,cow_4,ruminating,0,0.287,0.171,1.098,-0.16,-2.58,7.68,55,38.75
46269,02-02-2025 03:08,cow_13,resting,0,0.184,-0.042,0.625,-0.94,0.47,3.17,76,38.62
46270,02-02-2025 03:09,cow_12,ruminating,0,0.205,-0.029,0.739,3.25,-3.95,2.71,65,38.76
46271,02-02-2025 03:10,cow_5,grazing,0,0.174,-0.091,1.089,0.88,1.42,4.29,75,38.66
46272,02-02-2025 03:11,cow_14,grazing,0,0.358,0.213,1.785,12.17,-6.67,2.23,87,38.52
